archivo,fuente_declarada,entidad,enlace_portal,extension,tamano_mb,carpeta_anio,n_filas,n_columnas,crs_epsg,tipo_geometria,columnas
2018/data-set-rbl-febrero-2018.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,9,,,Ao/Mes Formato (dd-mmm-yy);Operador y Zona;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Csped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda rboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2018/marzo-2018-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2018,,9,,,ASE y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas/mes) ;Actividades Complementarias  - Voluminosos;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (toneladas/mes) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2025/data-set-octubre-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-septiembre-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-marzo-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-noviembre-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-diciembre-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-junio-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-julio-2025-srbl-1.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-mayo-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-agosto-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-enero-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos  Recogidos de Barrido (t/mes) ;Residuos  Recogidos de Corte Césped (t/mes) ;Residuos  Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-febrero-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2025/data-set-abril-2025-srbl.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2025,,10,,,"Año/Mes Formato (dd-mmm-yy);ASE y Concesionario;Residuos Recogidos Domiciliarios (t/mes) ;Residuos de Recogidos de Barrido (t/mes) ;Residuos de Recogidos de Corte Césped (t/mes) ;Residuos de Recogidos de Grandes Generadores (t/mes) ;Residuos Domiciliarios especiales;Recolección de Arrojo Clandestino (Atención críticos clandestinos y otros1077, recolección residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda Árboles (t/mes) ;Total Residuos Recogidos (t/mes) "
2021/data-set-junio.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/data-set-febrero.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/data-set-abril.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/data-set-enero.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/data-set-mayo.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/data-set-diciembre.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/noviembre-2021-rbl-residuos.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.012,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/octubre-2021-rbl-residuos.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.011,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2021/data-set-marzo.xlsx,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.xlsx,0.01,2021,,10,,,"Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077, recoleccion residuos voluminosos, residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) "
2020/dataset-marzo-rbl.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2020,,3,,,Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077; recoleccion residuos voluminosos; residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2020/marzo-2020-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2020,,3,,,Ano/Mes Formato (dd-mmm-yy);Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077; recoleccion residuos voluminosos; residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2020/2015-2020-rbl-residuos-.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2020,,10,,,ao;Residuos Recogidos Domiciliarios (t/ao) ;Residuos de Recogidos de Barrido (t/ao) ;Residuos de Recogidos de Corte Csped (t/ao) ;Residuos de Recogidos de Grandes Generadores (t/ao) ;Residuos Domiciliarios especiales;Residuos Mixtos Recogidos - (Ordinarios y Escombros) (t/ao) ;Residuos de Recogidos de Poda rboles (t/ao) ;Total Residuos Recogidos (t/ao) ;Unnamed: 9
2020/febrero-2020-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2020,,3,,,fecha;Area de Servicio Exclusivo y Concesionario;Residuos Recogidos Domiciliarios (toneladas/mes) ;Residuos de Recogidos de Barrido (toneladas/mes) ;Residuos de Recogidos de Corte Cesped (toneladas/mes) ;Residuos de Recogidos de Grandes Generadores (toneladas /mes) ;Residuos Domiciliarios especiales;Recoleccion de Arrojo Clandestino (Atencion criticos clandestinos y otros1077; recoleccion residuos voluminosos; residuos clandestinos indisciplinados) ;Residuos de Recogidos de Poda arboles (toneladas/mes) ;Total Residuos Recogidos (toneladas/mes) 
2020/enero-2020-rbl-residuos.csv,Datos de residuos recogidos (RBL),UAESP,https://datosabiertos.bogota.gov.co/dataset/datos-residuos-recogidos-rbl-uaesp,.csv,0.001,2020,,3,,, Ao/Mes Formato (dd-mmm-yy) ; Area de Servicio Exclusivo y Concesionario ; Residuos Recogidos Domiciliarios (toneladas/mes)  ; Residuos de Recogidos de Barrido (toneladas/mes)  ; Residuos de Recogidos de Corte Csped (toneladas/mes)  ; Residuos de Recogidos de Grandes Generadores (toneladas /mes)  ; Residuos Domiciliarios especiales ; RecolecciOn de Arrojo Clandestino (AtenciOn crIticos clandestinos y otros1077; recoleccin residuos voluminosos; residuos clandestinos indisciplinados)  ; Residuos de Recogidos de Poda Arboles (toneladas/mes)  ; Total Residuos Recogidos (toneladas /mes)  
gdb_mr_v06_26.gdb::Uso,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,1061443.0,3,,,UsoCLote;UsoTUso;UsoArea
gdb_mr_v06_26.gdb::ESoc,Estrato socioeconómico,IDECA / Catastro Bogotá,https://datosabiertos.bogota.gov.co/dataset/estrato-socioeconomico-bogota-d-c,.gdb,,,2988992.0,3,,,ESoCLote;ESoChip;ESoEstrato
gdb_mr_v06_26.gdb::Predio,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,3844948.0,51,,,PreCBarrio;PreNBarrio;PreCManz;PreCPredio;PreCCons;PreCResto;PreChip;PreCedCata;PreNupre;PreTProp;PreFIncorp;PreClase;PreDirecc;PreMDirecc;PreTDirecc;PreDSI;PreATerre;PreAConst;PreCZHF;PreCDestin;PreVetustz;PreVForma;PreVActual;PreCUso;PreAUso;PreUsoPH;PreUsoNPH;PreUVivien;PreUCalif;PreFCalif;PrePuntaje;PreEArmaz;PreEMuros;PreECubier;PreECons;PreAFachad;PreACubier;PreAPisos;PreACons;PreBTamano;PreBEnchap;PreBMobili;PreBCons;PreCTamano;PreCEnchap;PreCMobili;PreCConse;PreCIndus;PreACercha;PreClCons;Barmanpre
gdb_mr_v06_26.gdb::ESTADO,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,104550.0,3,,,ESTADO_SUPERFICIAL;FECHA_ESTADO;CalCodigo
gdb_mr_v06_26.gdb::Manz,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,44518.0,4,EPSG:4686,MultiPolygon,ManCodigo;SecCodigo;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::SCat,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,1230.0,5,EPSG:4686,MultiPolygon,SCaCodigo;SCaTipo;SCaNombre;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::CDAg,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,13252.0,14,EPSG:4686,MultiLineString,TIPO;NOMBRE;SECTOR;CODCUE;CUENCA;CODSCUE;SUBCUENCA;CODMCUE;MICROCUENCA;OBSERVACION;LONGITUD;IDTABINV;CODHIDRO;SHAPE_Length
gdb_mr_v06_26.gdb::Muni,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,1.0,6,EPSG:4686,MultiPolygon,MunNombre;MunArea;MunCodigo;MunAAdmini;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::Loca,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,20.0,6,EPSG:4686,MultiPolygon,LocNombre;LocAAdmini;LocArea;LocCodigo;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::Corr,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,3.0,5,EPSG:4686,MultiPolygon,CorCodigo;CorNombre;CorArea;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::CPob,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,11.0,5,EPSG:4686,MultiPolygon,CPoCodigo;CPoNombre;CPoArea;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::CPos,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,81.0,5,EPSG:4686,MultiPolygon,CPoCodigo;CPoLocalid;CPoTipo;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::PGeo,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,363.0,11,EPSG:4686,Point,PGeLatitud;PGeLongitu;PGeAElipso;PGeCNorte;PGeCEste;PGeFActual;PGeCodigo;PGeNombre;PGeLocaliz;PGeTMateria;PGeFuente
gdb_mr_v06_26.gdb::CAgu,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,677.0,16,EPSG:4686,MultiPolygon,TIPO;NOMBRE;SECTOR;CODCUE;CUENCA;CODSCUE;SUBCUENCA;CODMCUE;MICROCUENCA;AREA;VOLUMEN;OBSERVACION;IDTABINV;CODHIDRO;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::PatioSITP,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,66.0,18,EPSG:4686,MultiPolygon Z,ObjectId;ID_Patio;Nombre;Direccion;Componente;Zona_SITP;Operador;Abastecimi;EstadoImp;FaseImple;Formalizac;Indicador;Latitud;Longitud;Area_aprox;Area_Ha;Shape_Length;Shape_Area
gdb_mr_v06_26.gdb::PSITP,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,7623.0,15,EPSG:4686,Point,objectid;cenefa;zona_sitp;nombre;via;direccion_;localidad;longitud;latitud;consecutiv;tipo_m_s;consola;panel;audio;zonas_nuev
gdb_mr_v06_26.gdb::ETro,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,149.0,16,EPSG:4686,Point,object_id;numero_est;nombre_est;coor_x;coor_y;ubicacion;troncal;num_vagon;num_acceso;bici_est;capac_bici;tipo_est;bicip_est;latitud;longitud;cod_nodest
gdb_mr_v06_26.gdb::Calz,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,104558.0,8,EPSG:4686,MultiPolygon,CalFuncion;CalTSuperf;CalCodigo;CalCIV;CalAncho;CalLongitu;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::Sepa,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,13738.0,5,EPSG:4686,MultiPolygon,SepMateria;SepCodigo;SepCIV;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::Cicl,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,6311.0,5,EPSG:4686,MultiPolygon,CicTSuperf;CicCodigo;CicCIV;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::Puen,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,1171.0,5,EPSG:4686,MultiPolygon,PueCodigo;PueTipo;PueUbicaci;SHAPE_Length;SHAPE_Area
gdb_mr_v06_26.gdb::RBic,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,15985.0,7,EPSG:4686,MultiLineString,RBiCodigo;RBiClase;RBiSentido;RBiTSuperf;RBiCIVial;RBiLocaliz;SHAPE_Length
gdb_mr_v06_26.gdb::MVI,NO DECLARADA (capa extra del GDB de Catastro),IDECA / Catastro Bogotá,,.gdb,,,139107.0,16,EPSG:4686,MultiLineString,MVICCalzad;MVICCat;MVITCla;MVITipo;MVINombre;MVINAltern;MVINPrinci;MVINGenera;MVINAntigu;MVIEtiquet;MVISVia;MVICIV;MVICodigo;MVINumC;MVIVelReg;SHAPE_Length
